unique_identifier,region,seoul_metro_area,n_fam_members,n_under_age10,live_toge_couple,both_work,only_man_works,only_woman_works,both_dont_work,GENDER_RESP,AGE_RESP,HOUSE_TYPE,HOUSE_TYPE2,HOUSE_SQ_METER,HOUSE_RENT,HOUSE_RENT2,HOUSEHOLD_INC,TIME_SHORTAGE,WORK_GIVEUP,WORK_GIVEUP2,HOW_TIRED,REASON_TIRED,REASON_TIRED2,SATIS_LIFE,SATIS_LEISURE,SATIS_HOUWORK_DIVISION,GENDER_ROLE,edu_level,working_status,reason_not_working,working_field,position_type,hired_status,working_time,weekly_worktime,week_sidejob_worktime,dayoff_type,health_status
679,23,Y,2,0,Y,Y,N,N,N,2,30,2,APT,57,1,OWN,5,2,1,WORK,2,1,WORK,3,4,4,4,4,1,,ETC,service_worker,2,1,54,0,3,3
846,23,Y,2,0,Y,Y,N,N,N,1,30,2,APT,116,2,JEONSE,8,3,,,3,,,2,2,2,2,6,1,,MANUFACTURE,expert,1,1,45,0,1,1
969,23,Y,2,0,Y,Y,N,N,N,2,30,2,APT,85,1,OWN,6,2,1,WORK,2,1,WORK,2,3,2,4,5,1,,SOCIAL_WELFARE,expert,1,1,38,0,1,4
9714,25,N,2,0,Y,Y,N,N,N,1,30,5,ETC,79,2,JEONSE,6,2,1,WORK,2,1,WORK,3,3,1,4,6,1,,IT,expert,1,1,52,0,6,2
8556,26,N,2,0,Y,Y,N,N,N,1,30,1,SINGLE,50,3,RENT_DEPOSIT,5,3,,,3,,,2,1,1,4,3,1,,MANUFACTURE,machine_tech,1,1,48,0,3,4
1044,31,Y,2,0,Y,Y,N,N,N,1,30,2,APT,52,2,JEONSE,6,1,1,WORK,1,1,WORK,5,5,3,4,4,1,,SOCIAL_WELFARE,expert,1,1,49,0,3,3
1064,31,Y,2,0,Y,Y,N,N,N,1,30,2,APT,40,2,JEONSE,6,2,1,WORK,2,1,WORK,2,2,2,4,5,1,,IT,office_worker,1,1,40,0,1,1
1686,31,Y,2,0,Y,Y,N,N,N,2,30,2,APT,112,1,OWN,7,1,1,WORK,1,1,WORK,4,5,3,4,4,1,,IT,office_worker,1,1,50,0,1,3
1763,31,Y,2,0,Y,Y,N,N,N,2,30,2,APT,60,2,JEONSE,5,1,1,WORK,1,1,WORK,3,4,1,4,5,1,,ETC,service_worker,1,1,50,0,3,2
1919,31,Y,3,1,Y,Y,N,N,N,2,30,2,APT,60,2,JEONSE,7,2,1,WORK,1,1,WORK,2,4,5,4,5,1,,ETC,expert,1,2,35,0,1,2
1992,31,Y,4,2,Y,Y,N,N,N,2,30,2,APT,64,5,COMPLIMENTARY,4,3,,,2,3,CHI_CARE,1,1,2,4,4,1,,HOTEL_RESTAU,service_worker,3,2,20,0,1,1
1997,31,Y,3,1,Y,Y,N,N,N,2,30,2,APT,64,5,COMPLIMENTARY,5,1,4,HOUSEWORK,1,3,CHI_CARE,3,5,4,3,4,1,,SOCIAL_WELFARE,service_worker,1,2,25,0,1,3
2057,31,Y,2,0,Y,Y,N,N,N,1,30,2,APT,81,2,JEONSE,5,3,,,2,1,WORK,2,2,2,1,5,1,,ETC,machine_tech,4,,60,0,2,2
12002,32,N,4,2,Y,Y,N,N,N,1,30,2,APT,79,2,JEONSE,4,1,1,WORK,1,1,WORK,4,4,3,4,4,1,,PUBLIC,army,1,1,46,0,1,2
12106,32,N,2,0,Y,Y,N,N,N,1,30,1,SINGLE,46,3,RENT_DEPOSIT,5,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,2
10862,33,N,2,0,Y,Y,N,N,N,1,30,2,APT,59,2,JEONSE,6,3,,,2,1,WORK,1,2,1,4,5,1,,EDUCATION,expert,1,1,40,1,1,2
10888,33,N,4,2,Y,Y,N,N,N,1,30,2,APT,60,1,OWN,5,3,,,2,1,WORK,2,1,1,4,5,1,,PUBLIC,service_worker,1,1,48,0,5,2
10238,34,N,3,1,Y,Y,N,N,N,1,30,2,APT,95,1,OWN,4,1,1,WORK,2,1,WORK,2,2,3,2,5,1,,MANUFACTURE,office_worker,1,1,44,0,1,3
6370,35,N,2,0,Y,Y,N,N,N,1,30,2,APT,79,2,JEONSE,5,3,,,3,,,3,3,3,3,3,1,,MANUFACTURE,simple_worker,1,1,48,0,1,3
6378,35,N,4,1,Y,Y,N,N,N,1,30,2,APT,82,1,OWN,5,2,1,WORK,2,1,WORK,1,2,3,3,5,1,,EDUCATION,expert,1,1,65,0,1,1
5563,36,N,2,0,Y,Y,N,N,N,2,30,2,APT,75,1,OWN,6,1,1,WORK,1,1,WORK,3,5,2,3,5,1,,EDUCATION,office_worker,1,1,40,0,1,2
8728,38,N,3,1,Y,Y,N,N,N,1,30,1,SINGLE,65,2,JEONSE,5,2,1,WORK,2,1,WORK,3,4,3,4,5,1,,MANUFACTURE,office_worker,1,1,50,0,1,2
9088,38,N,2,0,Y,Y,N,N,N,1,30,2,APT,112,2,JEONSE,5,3,,,2,1,WORK,1,2,3,4,6,1,,EDUCATION,expert,1,1,45,0,1,4
7021,39,N,2,0,Y,Y,N,N,N,1,30,3,SMALL_FLAT,84,1,OWN,6,3,,,2,1,WORK,2,1,1,4,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
7080,39,N,2,0,Y,Y,N,N,N,2,30,1,SINGLE,231,3,RENT_DEPOSIT,4,1,1,WORK,1,1,WORK,3,4,3,4,3,1,,SOCIAL_WELFARE,expert,1,1,41,0,1,3
7143,39,N,2,0,Y,Y,N,N,N,2,30,2,APT,46,1,OWN,6,1,6,MOVETIME,1,1,WORK,2,2,2,4,6,1,,EDUCATION,expert,1,1,40,0,1,3
7812,21,N,3,1,Y,N,Y,N,N,1,30,1,SINGLE,83,5,COMPLIMENTARY,3,1,1,WORK,1,1,WORK,3,1,1,4,5,1,,MANUFACTURE,office_worker,1,1,36,0,1,1
573,23,Y,3,1,Y,N,Y,N,N,1,30,2,APT,83,2,JEONSE,4,2,1,WORK,2,1,WORK,3,3,3,3,4,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
911,23,Y,3,1,Y,N,Y,N,N,1,30,2,APT,55,5,COMPLIMENTARY,4,1,1,WORK,1,1,WORK,4,3,2,3,4,1,,ETC,office_worker,1,1,48,0,1,2
8141,26,N,3,1,Y,N,Y,N,N,1,30,1,SINGLE,59,2,JEONSE,3,1,1,WORK,1,1,WORK,3,4,1,1,3,1,,MANUFACTURE,office_worker,1,1,40,0,3,2
8497,26,N,2,0,Y,N,Y,N,N,2,30,2,APT,85,2,JEONSE,4,3,,,3,,,1,1,2,3,5,3,8,,,,,,,,2
11373,29,N,4,2,Y,N,Y,N,N,2,30,2,APT,105,3,RENT_DEPOSIT,3,1,3,CHI_CARE,1,3,CHI_CARE,2,2,2,2,3,3,1,,,,,,,,2
11592,29,N,2,0,Y,N,Y,N,N,1,30,2,APT,46,3,RENT_DEPOSIT,3,2,1,WORK,2,1,WORK,4,3,2,2,6,1,,MANUFACTURE,office_worker,1,1,42,0,1,2
1602,31,Y,2,0,Y,N,Y,N,N,2,30,3,SMALL_FLAT,160,2,JEONSE,4,2,5,SOCIALIZING,3,,,2,3,2,4,5,3,4,,,,,,,,2
10507,34,N,3,1,Y,N,Y,N,N,1,30,2,APT,60,3,RENT_DEPOSIT,3,2,6,MOVETIME,2,1,WORK,3,4,3,4,4,1,,MANUFACTURE,skill_own_worker,1,1,48,0,2,2
4795,37,N,3,1,Y,N,Y,N,N,1,30,1,SINGLE,50,3,RENT_DEPOSIT,3,3,,,2,1,WORK,1,2,2,3,3,1,,MANUFACTURE,machine_tech,1,1,56,0,3,2
1101,31,Y,4,2,Y,N,N,N,Y,1,30,3,SMALL_FLAT,33,2,JEONSE,4,1,1,WORK,1,1,WORK,2,4,2,4,3,3,7,,,,,,,,4
2190,11,Y,2,0,Y,Y,N,N,N,1,31,1,SINGLE,28,5,COMPLIMENTARY,7,3,,,1,1,WORK,1,1,1,4,5,1,,PUBLIC,service_worker,1,1,69,0,5,1
2216,11,Y,3,1,Y,Y,N,N,N,1,31,1,SINGLE,56,2,JEONSE,5,2,1,WORK,1,1,WORK,4,5,3,3,4,1,,MANUFACTURE,saler_worker,1,1,60,0,1,2
2555,11,Y,5,2,Y,Y,N,N,N,2,31,3,SMALL_FLAT,47,1,OWN,6,2,1,WORK,1,1,WORK,2,3,1,4,4,1,,WHOLESALE_RETAIL,saler_worker,1,1,40,0,1,2
2800,11,Y,2,0,Y,Y,N,N,N,1,31,2,APT,59,1,OWN,6,2,1,WORK,1,1,WORK,2,3,3,3,5,1,,TRANSPORTATION,service_worker,1,1,50,0,1,3
7342,21,N,2,0,Y,Y,N,N,N,2,31,2,APT,42,2,JEONSE,6,1,1,WORK,2,1,WORK,1,2,2,4,5,1,,WHOLESALE_RETAIL,office_worker,1,1,40,0,1,2
7642,21,N,2,0,Y,Y,N,N,N,1,31,2,APT,79,2,JEONSE,5,2,6,MOVETIME,3,,,2,2,3,3,3,1,,MANUFACTURE,machine_tech,1,1,52,0,1,2
7795,21,N,4,1,Y,Y,N,N,N,1,31,2,APT,60,1,OWN,5,3,,,2,1,WORK,3,3,3,4,4,1,,MANUFACTURE,office_worker,2,1,45,0,1,3
7909,21,N,2,0,Y,Y,N,N,N,1,31,2,APT,85,1,OWN,6,3,,,2,1,WORK,2,2,1,4,5,1,,WHOLESALE_RETAIL,office_worker,1,1,54,0,3,2
7953,21,N,2,0,Y,Y,N,N,N,1,31,1,SINGLE,37,2,JEONSE,5,1,1,WORK,1,1,WORK,3,4,2,3,4,1,,HOTEL_RESTAU,service_worker,1,1,50,0,1,3
8062,21,N,3,1,Y,Y,N,N,N,2,31,2,APT,60,2,JEONSE,6,3,,,2,1,WORK,3,3,2,3,3,1,,HOTEL_RESTAU,service_worker,5,,48,0,3,3
3872,22,N,4,2,Y,Y,N,N,N,2,31,1,SINGLE,150,1,OWN,5,1,3,CHI_CARE,1,1,WORK,2,4,3,4,4,1,,ETC,office_worker,1,1,70,0,6,3
3920,22,N,2,0,Y,Y,N,N,N,2,31,2,APT,51,2,JEONSE,7,3,,,1,1,WORK,4,2,1,4,4,1,,SOCIAL_WELFARE,expert,1,1,48,0,3,3
357,23,Y,3,1,Y,Y,N,N,N,2,31,3,SMALL_FLAT,41,4,RENT,4,1,1,WORK,2,5,SOCIALIZING,3,3,3,4,5,1,,ETC,service_worker,3,2,42,0,3,3
699,23,Y,2,0,Y,Y,N,N,N,2,31,2,APT,56,3,RENT_DEPOSIT,4,2,1,WORK,2,6,HEALTH,2,2,3,2,4,1,,EDUCATION,expert,1,2,30,0,1,5
702,23,Y,2,0,Y,Y,N,N,N,1,31,2,APT,56,1,OWN,5,2,1,WORK,2,1,WORK,2,4,3,3,4,1,,MANUFACTURE,machine_tech,1,1,40,0,1,2
751,23,Y,2,0,Y,Y,N,N,N,2,31,3,SMALL_FLAT,37,3,RENT_DEPOSIT,5,1,1,WORK,1,1,WORK,4,4,3,4,4,1,,FINANCE,office_worker,1,1,45,0,1,3
8529,26,N,3,1,Y,Y,N,N,N,2,31,2,APT,65,2,JEONSE,5,1,3,CHI_CARE,1,3,CHI_CARE,3,4,3,4,5,1,,EDUCATION,expert,2,2,6,0,5,2
1332,31,Y,4,2,Y,Y,N,N,N,2,31,2,APT,73,1,OWN,7,2,1,WORK,1,1,WORK,2,2,3,4,4,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,3
1922,31,Y,3,1,Y,Y,N,N,N,2,31,2,APT,60,2,JEONSE,5,1,4,HOUSEWORK,1,3,CHI_CARE,3,5,5,4,5,1,,WHOLESALE_RETAIL,saler_worker,5,,30,0,1,2
11908,32,N,2,0,Y,Y,N,N,N,1,31,2,APT,60,1,OWN,4,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,HOTEL_RESTAU,service_worker,1,1,60,0,3,3
12003,32,N,3,1,Y,Y,N,N,N,1,31,2,APT,79,2,JEONSE,7,2,2,STUDY,2,1,WORK,1,2,1,4,5,1,,PUBLIC,army,1,1,60,0,1,1
10234,34,N,4,2,Y,Y,N,N,N,1,31,2,APT,95,2,JEONSE,4,1,1,WORK,1,1,WORK,3,3,3,3,4,1,,MANUFACTURE,machine_tech,1,1,40,0,1,3
6366,35,N,2,0,Y,Y,N,N,N,1,31,2,APT,79,1,OWN,6,1,1,WORK,1,1,WORK,4,4,1,4,3,1,,WHOLESALE_RETAIL,saler_worker,1,1,72,0,3,3
5634,36,N,4,1,Y,Y,N,N,N,2,31,2,APT,85,2,JEONSE,9,3,,,2,3,CHI_CARE,2,2,2,4,6,1,,EDUCATION,expert,1,1,40,0,1,2
5713,36,N,4,2,Y,Y,N,N,N,1,31,2,APT,47,3,RENT_DEPOSIT,6,1,1,WORK,1,1,WORK,3,3,3,4,4,1,,MANUFACTURE,machine_tech,1,1,40,0,1,3
5719,36,N,5,3,Y,Y,N,N,N,1,31,2,APT,47,3,RENT_DEPOSIT,4,2,6,MOVETIME,2,1,WORK,3,3,3,4,5,1,,TRANSPORTATION,skill_own_worker,1,1,45,0,1,2
4276,37,N,3,1,Y,Y,N,N,N,2,31,1,SINGLE,99,3,RENT_DEPOSIT,4,2,4,HOUSEWORK,2,3,CHI_CARE,1,1,3,2,3,1,,TRANSPORTATION,simple_worker,6,,30,0,3,3
8848,38,N,3,1,Y,Y,N,N,N,2,31,2,APT,60,1,OWN,7,3,,,2,3,CHI_CARE,3,4,3,2,6,1,,SOCIAL_WELFARE,expert,1,1,30,0,1,3
9287,38,N,2,0,Y,Y,N,N,N,1,31,3,SMALL_FLAT,59,2,JEONSE,2,3,,,2,7,ETC,2,3,2,4,5,1,,WHOLESALE_RETAIL,skill_own_worker,5,,42,0,5,2
9385,38,N,2,0,Y,Y,N,N,N,1,31,2,APT,75,1,OWN,4,4,,,3,,,2,2,2,1,4,1,,TRANSPORTATION,office_worker,1,1,50,0,1,2
9390,38,N,4,2,Y,Y,N,N,N,2,31,2,APT,75,1,OWN,8,3,,,2,1,WORK,2,2,1,4,4,1,,SOCIAL_WELFARE,expert,1,1,50,0,1,3
6882,39,N,3,1,Y,Y,N,N,N,1,31,1,SINGLE,49,3,RENT_DEPOSIT,3,2,4,HOUSEWORK,2,1,WORK,4,3,2,3,4,1,,ETC,machine_tech,3,1,56,0,5,2
7213,39,N,4,2,Y,Y,N,N,N,1,31,3,SMALL_FLAT,69,1,OWN,5,1,1,WORK,1,1,WORK,3,5,2,2,5,1,,WHOLESALE_RETAIL,skill_own_worker,1,1,58,0,2,3
2413,11,Y,3,1,Y,N,Y,N,N,1,31,1,SINGLE,44,3,RENT_DEPOSIT,4,1,1,WORK,1,1,WORK,2,5,5,2,4,1,,FACILITY_MANA,expert,1,1,51,0,1,2
7675,21,N,3,1,Y,N,Y,N,N,2,31,2,APT,106,1,OWN,6,2,3,CHI_CARE,1,2,STUDY,2,4,3,3,5,3,1,,,,,,,,2
7718,21,N,3,1,Y,N,Y,N,N,1,31,3,SMALL_FLAT,85,1,OWN,3,1,6,MOVETIME,2,1,WORK,4,4,4,2,4,1,,CONSTRUCTION,skill_own_worker,1,1,50,0,3,2
3774,22,N,3,1,Y,N,Y,N,N,1,31,2,APT,113,2,JEONSE,8,1,1,WORK,2,1,WORK,2,3,2,3,5,1,,FINANCE,office_worker,1,1,43,0,1,2
3950,22,N,3,1,Y,N,Y,N,N,1,31,2,APT,60,2,JEONSE,4,1,1,WORK,1,1,WORK,5,5,2,4,5,1,,MANUFACTURE,expert,1,1,50,0,1,3
354,23,Y,3,1,Y,N,Y,N,N,2,31,1,SINGLE,34,3,RENT_DEPOSIT,3,1,3,CHI_CARE,1,3,CHI_CARE,3,3,3,3,3,3,1,,,,,,,,3
5442,24,N,4,2,Y,N,Y,N,N,1,31,2,APT,59,1,OWN,2,1,6,MOVETIME,1,1,WORK,1,3,1,1,4,1,,WHOLESALE_RETAIL,saler_worker,5,,40,0,1,1
9896,25,N,3,1,Y,N,Y,N,N,1,31,2,APT,30,3,RENT_DEPOSIT,3,1,1,WORK,2,1,WORK,2,2,2,2,4,1,,WHOLESALE_RETAIL,machine_tech,1,1,52,0,1,2
8617,26,N,4,2,Y,N,Y,N,N,1,31,2,APT,45,1,OWN,5,2,1,WORK,2,4,HOUSEWORK,2,4,3,3,4,1,,MANUFACTURE,simple_worker,1,1,52,0,3,3
11547,29,N,4,2,Y,N,Y,N,N,1,31,2,APT,106,1,OWN,6,3,,,2,1,WORK,2,2,1,3,4,1,,MANUFACTURE,machine_tech,1,1,40,0,6,2
11624,29,N,3,1,Y,N,Y,N,N,1,31,2,APT,96,2,JEONSE,2,2,1,WORK,2,1,WORK,2,4,3,3,6,1,,ETC,expert,1,1,52,0,3,3
63,31,Y,3,1,Y,N,Y,N,N,2,31,2,APT,53,2,JEONSE,4,2,4,HOUSEWORK,2,3,CHI_CARE,3,4,3,4,5,3,1,,,,,,,,3
80,31,Y,3,1,Y,N,Y,N,N,2,31,1,SINGLE,66,2,JEONSE,4,2,3,CHI_CARE,2,3,CHI_CARE,2,4,3,3,6,3,1,,,,,,,,3
127,31,Y,3,1,Y,N,Y,N,N,2,31,1,SINGLE,66,2,JEONSE,4,3,,,2,3,CHI_CARE,3,4,3,2,5,3,1,,,,,,,,3
1839,31,Y,3,1,Y,N,Y,N,N,2,31,3,SMALL_FLAT,45,1,OWN,6,3,,,2,4,HOUSEWORK,1,1,2,3,4,3,1,,,,,,,,2
2028,31,Y,4,2,Y,N,Y,N,N,2,31,2,APT,84,1,OWN,4,2,3,CHI_CARE,2,3,CHI_CARE,2,5,3,4,5,3,1,,,,,,,,2
10338,34,N,3,1,Y,N,Y,N,N,2,31,2,APT,114,2,JEONSE,3,2,3,CHI_CARE,1,3,CHI_CARE,3,3,2,4,3,3,1,,,,,,,,4
10670,34,N,4,2,Y,N,Y,N,N,1,31,2,APT,56,2,JEONSE,4,3,,,3,,,2,2,2,4,4,1,,MANUFACTURE,machine_tech,1,1,48,0,3,3
6705,35,N,2,0,Y,N,Y,N,N,2,31,2,APT,60,1,OWN,4,4,,,3,,,3,3,3,3,4,3,2,,,,,,,,3
8701,38,N,4,2,Y,N,Y,N,N,1,31,2,APT,57,2,JEONSE,3,3,,,2,1,WORK,3,2,2,3,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,1
8738,38,N,4,2,Y,N,Y,N,N,1,31,1,SINGLE,56,2,JEONSE,3,2,7,ETC,2,3,CHI_CARE,2,2,3,3,3,1,,FACILITY_MANA,saler_worker,1,1,49,0,1,2
9229,38,N,3,1,Y,N,Y,N,N,1,31,2,APT,71,1,OWN,5,1,1,WORK,1,1,WORK,4,4,5,4,3,1,,MANUFACTURE,skill_own_worker,1,1,43,0,3,2
6936,39,N,4,2,Y,N,Y,N,N,2,31,1,SINGLE,44,1,OWN,3,1,3,CHI_CARE,1,3,CHI_CARE,2,4,4,4,5,3,1,,,,,,,,2
7031,39,N,3,1,Y,N,Y,N,N,2,31,2,APT,106,1,OWN,9,2,4,HOUSEWORK,1,3,CHI_CARE,3,4,4,4,4,3,1,,,,,,,,3
7216,39,N,3,1,Y,N,Y,N,N,1,31,4,ETC,85,5,COMPLIMENTARY,3,3,,,1,1,WORK,2,1,2,3,4,1,,AGRICULTURE,simple_worker,3,1,36,0,5,2
58,31,Y,2,0,Y,N,N,Y,N,1,31,1,SINGLE,60,2,JEONSE,4,3,,,3,,,3,3,3,2,5,3,7,,,,,,,,2
9269,38,N,4,2,Y,N,N,N,Y,1,31,2,APT,96,2,JEONSE,3,2,7,ETC,2,8,ETC,2,3,4,4,5,3,4,,,,,,,,1
9392,38,N,3,1,Y,N,N,N,Y,2,31,2,APT,75,1,OWN,3,3,,,2,8,ETC,2,2,1,2,5,3,1,,,,,,,,3
2444,11,Y,4,2,Y,Y,N,N,N,1,32,2,APT,99,2,JEONSE,9,1,1,WORK,1,1,WORK,4,5,2,4,5,1,,MANUFACTURE,expert,1,1,52,0,1,3
2466,11,Y,2,0,Y,Y,N,N,N,1,32,2,APT,66,1,OWN,5,2,1,WORK,1,1,WORK,3,3,4,3,4,1,,FACILITY_MANA,service_worker,1,1,58,0,5,3
2798,11,Y,2,0,Y,Y,N,N,N,1,32,2,APT,59,1,OWN,8,1,1,WORK,3,,,3,2,3,4,5,1,,MANUFACTURE,office_worker,1,1,40,0,1,2
3196,11,Y,2,0,Y,Y,N,N,N,1,32,1,SINGLE,45,3,RENT_DEPOSIT,8,3,,,2,1,WORK,2,3,1,4,5,1,,IT,expert,1,1,40,0,1,3
3278,11,Y,2,0,Y,Y,N,N,N,2,32,3,SMALL_FLAT,43,3,RENT_DEPOSIT,5,2,1,WORK,2,1,WORK,3,2,1,4,5,1,,IT,office_worker,1,1,45,0,1,3
3346,11,Y,2,0,Y,Y,N,N,N,1,32,2,APT,60,3,RENT_DEPOSIT,6,4,,,2,1,WORK,1,2,2,4,5,1,,EDUCATION,expert,1,1,40,14,1,2
7916,21,N,3,1,Y,Y,N,N,N,1,32,2,APT,79,1,OWN,5,1,1,WORK,2,1,WORK,4,4,2,3,4,1,,MANUFACTURE,machine_tech,1,1,50,0,1,1
8017,21,N,2,0,Y,Y,N,N,N,2,32,1,SINGLE,23,3,RENT_DEPOSIT,4,1,1,WORK,1,5,SOCIALIZING,4,5,3,4,3,1,,WHOLESALE_RETAIL,saler_worker,5,,17,0,5,4
8040,21,N,4,2,Y,Y,N,N,N,1,32,2,APT,63,1,OWN,5,2,1,WORK,1,1,WORK,4,5,3,2,4,1,,HOTEL_RESTAU,service_worker,4,,67,0,6,4
319,23,Y,6,3,Y,Y,N,N,N,2,32,3,SMALL_FLAT,47,2,JEONSE,5,1,1,WORK,1,1,WORK,2,3,3,4,4,1,,MANUFACTURE,machine_tech,2,1,52,0,1,3
690,23,Y,3,1,Y,Y,N,N,N,2,32,2,APT,56,2,JEONSE,4,2,3,CHI_CARE,2,3,CHI_CARE,3,4,3,4,3,2,,PROFESSIONAL_SER,office_worker,1,1,40,0,1,2
5290,24,N,3,1,Y,Y,N,N,N,2,32,2,APT,85,1,OWN,5,2,4,HOUSEWORK,2,3,CHI_CARE,2,4,2,4,4,1,,WHOLESALE_RETAIL,office_worker,1,1,40,0,1,2
5376,24,N,5,3,Y,Y,N,N,N,1,32,1,SINGLE,129,3,RENT_DEPOSIT,6,2,1,WORK,2,1,WORK,3,3,3,3,5,1,,EDUCATION,expert,4,,45,0,3,3
9819,25,N,4,2,Y,Y,N,N,N,1,32,3,SMALL_FLAT,66,2,JEONSE,5,1,1,WORK,1,1,WORK,3,3,3,3,4,1,,EDUCATION,expert,1,1,40,0,1,2
8615,26,N,2,0,Y,Y,N,N,N,1,32,2,APT,45,2,JEONSE,5,1,1,WORK,1,1,WORK,2,4,2,4,5,1,,MANUFACTURE,office_worker,1,1,40,0,2,2
11672,29,N,2,0,Y,Y,N,N,N,1,32,2,APT,59,2,JEONSE,7,1,1,WORK,1,1,WORK,2,2,3,4,5,1,,EDUCATION,expert,1,1,49,0,1,2
1040,31,Y,5,3,Y,Y,N,N,N,1,32,2,APT,42,5,COMPLIMENTARY,5,2,1,WORK,1,1,WORK,3,3,3,3,5,1,,EDUCATION,expert,1,1,40,0,1,2
1578,31,Y,5,3,Y,Y,N,N,N,1,32,2,APT,84,1,OWN,8,2,3,CHI_CARE,2,3,CHI_CARE,2,4,3,3,5,1,,IT,expert,1,1,40,0,1,2
2054,31,Y,3,1,Y,Y,N,N,N,2,32,2,APT,60,2,JEONSE,8,2,1,WORK,1,1,WORK,4,5,5,4,5,1,,SOCIAL_WELFARE,expert,1,1,40,0,1,4
10856,33,N,4,1,Y,Y,N,N,N,2,32,2,APT,59,1,OWN,9,2,7,ETC,2,3,CHI_CARE,2,2,2,4,4,2,,MANUFACTURE,machine_tech,1,1,52,0,1,1
10986,33,N,3,1,Y,Y,N,N,N,1,32,2,APT,85,1,OWN,9,2,5,SOCIALIZING,2,3,CHI_CARE,2,3,2,4,5,1,,MANUFACTURE,office_worker,1,1,42,0,1,2
10499,34,N,4,2,Y,Y,N,N,N,1,32,2,APT,60,4,RENT,4,1,3,CHI_CARE,1,5,SOCIALIZING,3,3,3,3,4,1,,CONSTRUCTION,skill_own_worker,1,1,40,0,1,3
10664,34,N,3,1,Y,Y,N,N,N,1,32,2,APT,56,3,RENT_DEPOSIT,6,3,,,2,3,CHI_CARE,3,3,3,3,5,1,,FACILITY_MANA,skill_own_worker,1,1,40,0,1,3
5576,36,N,3,1,Y,Y,N,N,N,1,32,2,APT,75,1,OWN,5,1,1,WORK,1,1,WORK,3,3,1,4,6,1,,PROFESSIONAL_SER,office_worker,1,1,65,0,1,3
6021,36,N,4,1,Y,Y,N,N,N,2,32,2,APT,46,3,RENT_DEPOSIT,4,1,5,SOCIALIZING,1,1,WORK,4,5,5,4,3,1,,ETC,office_worker,1,1,60,0,1,3
4580,37,N,2,0,Y,Y,N,N,N,1,32,2,APT,85,1,OWN,9,3,,,1,1,WORK,2,3,2,4,6,1,,PUBLIC,manager,1,1,45,0,1,3
8665,38,N,4,1,Y,Y,N,N,N,2,32,1,SINGLE,50,3,RENT_DEPOSIT,4,3,,,1,3,CHI_CARE,1,4,2,3,4,1,,HOTEL_RESTAU,service_worker,1,2,50,0,3,3
8906,38,N,4,2,Y,Y,N,N,N,1,32,2,APT,58,1,OWN,6,1,1,WORK,1,1,WORK,3,3,5,4,5,1,,MANUFACTURE,machine_tech,1,1,57,0,3,3
9395,38,N,3,1,Y,Y,N,N,N,2,32,2,APT,75,2,JEONSE,6,1,4,HOUSEWORK,1,3,CHI_CARE,4,4,2,4,3,1,,MANUFACTURE,office_worker,1,1,45,0,1,2
2353,11,Y,3,1,Y,N,Y,N,N,1,32,1,SINGLE,50,2,JEONSE,3,2,1,WORK,2,1,WORK,2,3,3,3,4,1,,MANUFACTURE,saler_worker,1,1,45,0,1,3
7348,21,N,4,2,Y,N,Y,N,N,1,32,2,APT,73,1,OWN,5,2,1,WORK,1,1,WORK,2,1,1,2,5,1,,PUBLIC,expert,1,1,60,0,3,1
7413,21,N,3,1,Y,N,Y,N,N,1,32,2,APT,60,1,OWN,3,2,1,WORK,1,1,WORK,3,4,3,3,5,1,,FINANCE,expert,1,1,45,0,1,3
7647,21,N,2,0,Y,N,Y,N,N,1,32,4,ETC,42,3,RENT_DEPOSIT,3,2,1,WORK,2,1,WORK,2,2,3,2,4,1,,HOTEL_RESTAU,service_worker,1,1,48,0,1,2
7932,21,N,4,2,Y,N,Y,N,N,2,32,2,APT,79,3,RENT_DEPOSIT,4,3,,,2,3,CHI_CARE,3,3,3,4,4,3,4,,,,,,,,3
3787,22,N,3,1,Y,N,Y,N,N,2,32,2,APT,85,3,RENT_DEPOSIT,4,3,,,1,8,ETC,2,3,2,4,5,3,3,,,,,,,,4
3900,22,N,4,2,Y,N,Y,N,N,1,32,2,APT,85,1,OWN,5,2,1,WORK,2,1,WORK,3,2,2,3,5,1,,PROFESSIONAL_SER,office_worker,1,1,50,0,1,2
629,23,Y,4,2,Y,N,Y,N,N,2,32,2,APT,85,1,OWN,7,2,4,HOUSEWORK,2,3,CHI_CARE,1,2,3,3,5,3,1,,,,,,,,2
9589,25,N,3,1,Y,N,Y,N,N,1,32,2,APT,83,1,OWN,2,1,6,MOVETIME,1,1,WORK,3,4,3,1,3,1,,ETC,skill_own_worker,1,1,55,0,3,4
9859,25,N,2,0,Y,N,Y,N,N,2,32,2,APT,99,2,JEONSE,3,3,,,2,4,HOUSEWORK,1,1,1,2,5,3,2,,,,,,,,3
8313,26,N,4,2,Y,N,Y,N,N,2,32,2,APT,68,1,OWN,4,3,,,1,3,CHI_CARE,1,4,1,3,4,3,1,,,,,,,,2
